Chemical_name	CAS_number	InChIKey	Screening_method	Class_1	Class_2	Class_3	MoA_broad	MoA_specific	Molecular_target	Matrix	Sites	MDL	Quant	units
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	Sediment	Q_R	2	0.838	ng/g
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	Sediment	Q_T	2	6745.8	ng/g
Crotamiton	483-63-6	DNTGGZPQPQTDQF-XBXARRHUSA-N	LC-HRMS	pharmaceutical	antiparasitic	anilide analgesic	Neuroactive	TRPV inhibition	Transient Receptor Potential Vanilloid 4 (TRPV4)	Sediment	Q_M	1	0.599	ng/g
Crotamiton	483-63-6	DNTGGZPQPQTDQF-XBXARRHUSA-N	LC-HRMS	pharmaceutical	antiparasitic	anilide analgesic	Neuroactive	TRPV inhibition	Transient Receptor Potential Vanilloid 4 (TRPV4)	Sediment	Q_O	1	0.775	ng/g
Crotamiton	483-63-6	DNTGGZPQPQTDQF-XBXARRHUSA-N	LC-HRMS	pharmaceutical	antiparasitic	anilide analgesic	Neuroactive	TRPV inhibition	Transient Receptor Potential Vanilloid 4 (TRPV4)	Sediment	Q_R	1	1.227	ng/g
Crotamiton	483-63-6	DNTGGZPQPQTDQF-XBXARRHUSA-N	LC-HRMS	pharmaceutical	antiparasitic	anilide analgesic	Neuroactive	TRPV inhibition	Transient Receptor Potential Vanilloid 4 (TRPV4)	Sediment	Q_T	1	0.8414	ng/g
ISO E Super	54464-57-2	FVUGZKDGWGKCFE-UHFFFAOYSA-N	LC-HRMS	personal care and household	fragrance	musk fragrance	unknown	n/a	n/a	Sediment	Q_M	50	431.729	ng/g
ISO E Super	54464-57-2	FVUGZKDGWGKCFE-UHFFFAOYSA-N	LC-HRMS	personal care and household	fragrance	musk fragrance	unknown	n/a	n/a	Sediment	Q_O	50	123.0588	ng/g
ISO E Super	54464-57-2	FVUGZKDGWGKCFE-UHFFFAOYSA-N	LC-HRMS	personal care and household	fragrance	musk fragrance	unknown	n/a	n/a	Sediment	Q_R	50	613.0292	ng/g
ISO E Super	54464-57-2	FVUGZKDGWGKCFE-UHFFFAOYSA-N	LC-HRMS	personal care and household	fragrance	musk fragrance	unknown	n/a	n/a	Sediment	Q_T	50	148.7908	ng/g
Quinoxyfen	124495-18-7	WRPIRSINYZBGPK-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aryloxyquinoline	Signal transduction	G-Protein inhibition	G-proteins	Sediment	Q_M	1	0.059	ng/g
Quinoxyfen	124495-18-7	WRPIRSINYZBGPK-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aryloxyquinoline	Signal transduction	G-Protein inhibition	G-proteins	Sediment	Q_O	1	0.0782	ng/g
Quinoxyfen	124495-18-7	WRPIRSINYZBGPK-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aryloxyquinoline	Signal transduction	G-Protein inhibition	G-proteins	Sediment	Q_R	1	0.107	ng/g
Quinoxyfen	124495-18-7	WRPIRSINYZBGPK-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aryloxyquinoline	Signal transduction	G-Protein inhibition	G-proteins	Sediment	Q_T	1	0.0686	ng/g
2-Hydroxycarbamazepine	68011-66-5	VPZIYMMSJFWLSP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	unknown	n/a	n/a	Sediment	Q_R	1	0.1026	ng/g
Benzenesulfonic acid	98-11-3	SRSXLGNVWSONIS-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	arylsulfonic acid	unknown	n/a	n/a	Sediment	Q_M	0.5	1287	ng/g
Benzenesulfonic acid	98-11-3	SRSXLGNVWSONIS-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	arylsulfonic acid	unknown	n/a	n/a	Sediment	Q_T	0.5	1638.6	ng/g
Methiocarb	2032-65-7	YFBPRJGDJKVWAH-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	carbamate	Neuromuscular system	AChE inhibition	Acetylcholinesterase (AChE)	Sediment	Q_R	1	3239.6	ng/g
Prothioconazole-desthio	120983-64-4	HHUQPWODPBDTLI-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	unknown	n/a	n/a	Sediment	Q_M	0.7	0.4302	ng/g
Prothioconazole-desthio	120983-64-4	HHUQPWODPBDTLI-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	unknown	n/a	n/a	Sediment	Q_O	0.7	0.5442	ng/g
Prothioconazole-desthio	120983-64-4	HHUQPWODPBDTLI-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	unknown	n/a	n/a	Sediment	Q_R	0.7	0.1798	ng/g
Prothioconazole-desthio	120983-64-4	HHUQPWODPBDTLI-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	unknown	n/a	n/a	Sediment	Q_T	0.7	0.1898	ng/g
N-Formyl-4-aminoantipyrine	1672-58-8	WSJBSKRPKADYRQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	unknown	n/a	n/a	Sediment	Q_M	2	0.8382	ng/g
N-Formyl-4-aminoantipyrine	1672-58-8	WSJBSKRPKADYRQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	unknown	n/a	n/a	Sediment	Q_O	2	0.9522	ng/g
N-Formyl-4-aminoantipyrine	1672-58-8	WSJBSKRPKADYRQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	unknown	n/a	n/a	Sediment	Q_R	2	0.709	ng/g
N-Formyl-4-aminoantipyrine	1672-58-8	WSJBSKRPKADYRQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	unknown	n/a	n/a	Sediment	Q_T	2	0.8484	ng/g
Testosterone	58-22-0	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Androgen receptor agonist	Androgen receptor	Sediment	Q_M	1	2.5062	ng/g
Testosterone	58-22-0	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Androgen receptor agonist	Androgen receptor	Sediment	Q_O	1	1.8426	ng/g
Testosterone	58-22-0	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Androgen receptor agonist	Androgen receptor	Sediment	Q_R	1	3.8012	ng/g
Testosterone	58-22-0	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Androgen receptor agonist	Androgen receptor	Sediment	Q_T	1	5.7286	ng/g
Genistein	446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Sediment	Q_M	1	1132.8	ng/g
Genistein	446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Sediment	Q_O	1	8.8722	ng/g
Genistein	446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Sediment	Q_T	1	385.2	ng/g
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Sediment	Q_M	1	982.2	ng/g
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Sediment	Q_R	1	4888.6	ng/g
Canrenone	976-71-6	UJVLDDZCTMKXJK-AFDHUMPMSA-N	LC-HRMS	pharmaceutical	steroid	mineralcorticoid	Endocrine	Mineralocorticoid receptor antagonist	Aldosteron receptor	Sediment	Q_M	2	12.3196	ng/g
Canrenone	976-71-6	UJVLDDZCTMKXJK-AFDHUMPMSA-N	LC-HRMS	pharmaceutical	steroid	mineralcorticoid	Endocrine	Mineralocorticoid receptor antagonist	Aldosteron receptor	Sediment	Q_O	2	29.6056	ng/g
Canrenone	976-71-6	UJVLDDZCTMKXJK-AFDHUMPMSA-N	LC-HRMS	pharmaceutical	steroid	mineralcorticoid	Endocrine	Mineralocorticoid receptor antagonist	Aldosteron receptor	Sediment	Q_R	2	139.4996	ng/g
Canrenone	976-71-6	UJVLDDZCTMKXJK-AFDHUMPMSA-N	LC-HRMS	pharmaceutical	steroid	mineralcorticoid	Endocrine	Mineralocorticoid receptor antagonist	Aldosteron receptor	Sediment	Q_T	2	30.5934	ng/g
4-Androstene-3,17-dione	63-05-8	AEMFNILZOJDQLW-QAGGRKNESA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Estradiol 17-beta-dehydrogenase inducer, 3β-HSD positive allosteric modulator	Estradiol 17-beta-dehydrogenase 1, 3-beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3β-HSD)	Sediment	Q_M	5	11.805	ng/g
4-Androstene-3,17-dione	63-05-8	AEMFNILZOJDQLW-QAGGRKNESA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Estradiol 17-beta-dehydrogenase inducer, 3β-HSD positive allosteric modulator	Estradiol 17-beta-dehydrogenase 1, 3-beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3β-HSD)	Sediment	Q_O	5	6.6436	ng/g
4-Androstene-3,17-dione	63-05-8	AEMFNILZOJDQLW-QAGGRKNESA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Estradiol 17-beta-dehydrogenase inducer, 3β-HSD positive allosteric modulator	Estradiol 17-beta-dehydrogenase 1, 3-beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3β-HSD)	Sediment	Q_R	5	25.3772	ng/g
4-Androstene-3,17-dione	63-05-8	AEMFNILZOJDQLW-QAGGRKNESA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine	Estradiol 17-beta-dehydrogenase inducer, 3β-HSD positive allosteric modulator	Estradiol 17-beta-dehydrogenase 1, 3-beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3β-HSD)	Sediment	Q_T	5	16.5718	ng/g
Androsterone	53-41-8	QGXBDMJGAMFCBF-HLUDHZFRSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine, Neuroactive	GABA(A) receptor positive allosteric modulator	Androgen receptor, GABA(A) receptor	Sediment	Q_M	5	157.9856	ng/g
Androsterone	53-41-8	QGXBDMJGAMFCBF-HLUDHZFRSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine, Neuroactive	GABA(A) receptor positive allosteric modulator	Androgen receptor, GABA(A) receptor	Sediment	Q_O	5	3.909	ng/g
Androsterone	53-41-8	QGXBDMJGAMFCBF-HLUDHZFRSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine, Neuroactive	GABA(A) receptor positive allosteric modulator	Androgen receptor, GABA(A) receptor	Sediment	Q_R	5	115.8862	ng/g
Androsterone	53-41-8	QGXBDMJGAMFCBF-HLUDHZFRSA-N	LC-HRMS	natural compound	steroid	androgen	Endocrine, Neuroactive	GABA(A) receptor positive allosteric modulator	Androgen receptor, GABA(A) receptor	Sediment	Q_T	5	88.4004	ng/g
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Sediment	Q_M	0.7	387.6	ng/g
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Sediment	Q_O	0.7	444.2	ng/g
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Sediment	Q_R	0.7	2150.8	ng/g
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Sediment	Q_T	0.7	384.2	ng/g
Flurtamone	96525-23-4	NYRMIJKDBAQCHC-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	other	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Sediment	Q_M	1	0.1304	ng/g
Flurtamone	96525-23-4	NYRMIJKDBAQCHC-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	other	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Sediment	Q_O	1	0.1168	ng/g
Flurtamone	96525-23-4	NYRMIJKDBAQCHC-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	other	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Sediment	Q_R	1	0.7674	ng/g
Flurtamone	96525-23-4	NYRMIJKDBAQCHC-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	other	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Sediment	Q_T	1	0.1226	ng/g
Gabapentin	60142-96-3	UGJMXCAKCUNAIE-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	other	Neuroactive	Calcium channel inhibition	Voltage-dependent calcium channels	Sediment	Q_M	20	11.458	ng/g
Gabapentin	60142-96-3	UGJMXCAKCUNAIE-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	other	Neuroactive	Calcium channel inhibition	Voltage-dependent calcium channels	Sediment	Q_O	20	1.3964	ng/g
Gabapentin	60142-96-3	UGJMXCAKCUNAIE-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	other	Neuroactive	Calcium channel inhibition	Voltage-dependent calcium channels	Sediment	Q_R	20	8.3064	ng/g
Gabapentin	60142-96-3	UGJMXCAKCUNAIE-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	other	Neuroactive	Calcium channel inhibition	Voltage-dependent calcium channels	Sediment	Q_T	20	9.8386	ng/g
Picolinafen	137641-05-5	CWKFPEBMTGKLKX-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenyl ether	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Sediment	Q_M	10	2520.8	ng/g
Picolinafen	137641-05-5	CWKFPEBMTGKLKX-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenyl ether	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Sediment	Q_T	10	0.7338	ng/g
Lauramidopropylbetaine	4292-10-8	MRUAUOIMASANKQ-UHFFFAOYSA-O	LC-HRMS	personal care and household	surfactant	zwitterionic surfactant	unknown	n/a	n/a	Sediment	Q_O	0.5	112.3122	ng/g
4-Chloroaniline	106-47-8	QSNSCYSYFYORTR-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	unknown	n/a	n/a	Sediment	Q_M	0.5	2.6772	ng/g
4-Chloroaniline	106-47-8	QSNSCYSYFYORTR-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	unknown	n/a	n/a	Sediment	Q_O	0.5	2.9614	ng/g
4-Chloroaniline	106-47-8	QSNSCYSYFYORTR-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	unknown	n/a	n/a	Sediment	Q_R	0.5	2.3144	ng/g
4-Chloroaniline	106-47-8	QSNSCYSYFYORTR-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	unknown	n/a	n/a	Sediment	Q_T	0.5	2.3442	ng/g
Amitriptyline	50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	Sediment	Q_M	1	4.2476	ng/g
Amitriptyline	50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	Sediment	Q_O	1	19.5328	ng/g
Amitriptyline	50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	Sediment	Q_R	1	9.711	ng/g
Amitriptyline	50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	Sediment	Q_T	1	6.8422	ng/g
Ketamine	6740-88-1	YQEZLKZALYSWHR-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anesthetics	other	Neuroactive	NMDA receptor antagonist	NMDA receptor	Sediment	Q_O	5	1.7126	ng/g
Memantine	19982-08-2	BUGYDGFZZOZRHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-dementia	anticholinesterase	Neuroactive	NMDA receptor antagonist	NMDA receptor	Sediment	Q_R	1	7.8948	ng/g
Oxazepam	604-75-1	ADIMAYPTOBDMTL-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Sediment	Q_R	1	0.416	ng/g
Temazepam	846-50-4	SEQDDYPDSLOBDC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Sediment	Q_M	1	1.0026	ng/g
Temazepam	846-50-4	SEQDDYPDSLOBDC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Sediment	Q_O	1	1.6298	ng/g
Temazepam	846-50-4	SEQDDYPDSLOBDC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Sediment	Q_R	1	2.3854	ng/g
Temazepam	846-50-4	SEQDDYPDSLOBDC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Sediment	Q_T	1	0.904	ng/g
o-Toluidine	95-53-4	RNVCVTLRINQCPJ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	Cancerogen, Nucleic acid damage	n/a	DNA	Sediment	Q_M	0.5	38.6608	ng/g
o-Toluidine	95-53-4	RNVCVTLRINQCPJ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	Cancerogen, Nucleic acid damage	n/a	DNA	Sediment	Q_O	0.5	4.082	ng/g
o-Toluidine	95-53-4	RNVCVTLRINQCPJ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	Cancerogen, Nucleic acid damage	n/a	DNA	Sediment	Q_R	0.5	110.6946	ng/g
o-Toluidine	95-53-4	RNVCVTLRINQCPJ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aromatic amine	Cancerogen, Nucleic acid damage	n/a	DNA	Sediment	Q_T	0.5	106.7022	ng/g
N-Methyl-2-pyrrolidone	872-50-4	SECXISVLQFMRJM-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	pyrrolidone	unknown	n/a	n/a	Sediment	Q_M	0.5	121.24	ng/g
N-Methyl-2-pyrrolidone	872-50-4	SECXISVLQFMRJM-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	pyrrolidone	unknown	n/a	n/a	Sediment	Q_O	0.5	167.5754	ng/g
N-Methyl-2-pyrrolidone	872-50-4	SECXISVLQFMRJM-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	pyrrolidone	unknown	n/a	n/a	Sediment	Q_R	0.5	103.8046	ng/g
N-Methyl-2-pyrrolidone	872-50-4	SECXISVLQFMRJM-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	pyrrolidone	unknown	n/a	n/a	Sediment	Q_T	0.5	105.7476	ng/g
Melamine	108-78-1	JDSHMPZPIAZGSV-UHFFFAOYSA-N	LC-HRMS	polymer additive	monomer	melamine	unknown	Ca2+-sensing receptor activation	Ca2+-sensing receptors	Sediment	Q_M	0.5	208.3856	ng/g
Melamine	108-78-1	JDSHMPZPIAZGSV-UHFFFAOYSA-N	LC-HRMS	polymer additive	monomer	melamine	unknown	Ca2+-sensing receptor activation	Ca2+-sensing receptors	Sediment	Q_O	0.5	1926.8322	ng/g
Melamine	108-78-1	JDSHMPZPIAZGSV-UHFFFAOYSA-N	LC-HRMS	polymer additive	monomer	melamine	unknown	Ca2+-sensing receptor activation	Ca2+-sensing receptors	Sediment	Q_R	0.5	5761.645	ng/g
Melamine	108-78-1	JDSHMPZPIAZGSV-UHFFFAOYSA-N	LC-HRMS	polymer additive	monomer	melamine	unknown	Ca2+-sensing receptor activation	Ca2+-sensing receptors	Sediment	Q_T	0.5	323.2564	ng/g
Dicyclohexylphthalate	84-61-7	VOWAEIGWURALJQ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	phthalate	Endocrine	Androgen receptor antagonist	Androgen receptor	Sediment	Q_M	0.5	1.1734	ng/g
Dicyclohexylphthalate	84-61-7	VOWAEIGWURALJQ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	phthalate	Endocrine	Androgen receptor antagonist	Androgen receptor	Sediment	Q_O	0.5	1.1734	ng/g
Dicyclohexylphthalate	84-61-7	VOWAEIGWURALJQ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	phthalate	Endocrine	Androgen receptor antagonist	Androgen receptor	Sediment	Q_R	0.5	0.9332	ng/g
Dicyclohexylphthalate	84-61-7	VOWAEIGWURALJQ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	phthalate	Endocrine	Androgen receptor antagonist	Androgen receptor	Sediment	Q_T	0.5	0.991	ng/g
Triethylphosphate	78-40-0	DQWPFSLDHJDLRL-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	n/a	n/a	Sediment	Q_R	0.7	13070.8	ng/g
Triethylphosphate	78-40-0	DQWPFSLDHJDLRL-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	n/a	n/a	Sediment	Q_T	0.7	8436.6	ng/g
Tris(2-ethylhexl)phosphate	78-42-2	GTVWRXDRKAHEAD-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Endocrine	Glucocorticoid receptor antagonist, Pregnane X receptor agonist	Glucocorticoid receptor, Pregnane X receptor	Sediment	Q_M	0.5	2441.6	ng/g
Tris(2-ethylhexl)phosphate	78-42-2	GTVWRXDRKAHEAD-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Endocrine	Glucocorticoid receptor antagonist, Pregnane X receptor agonist	Glucocorticoid receptor, Pregnane X receptor	Sediment	Q_O	0.5	2256.2	ng/g
Tris(2-ethylhexl)phosphate	78-42-2	GTVWRXDRKAHEAD-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Endocrine	Glucocorticoid receptor antagonist, Pregnane X receptor agonist	Glucocorticoid receptor, Pregnane X receptor	Sediment	Q_T	0.5	4361.6	ng/g
Tricresylphosphate	1330-78-5	BOSMZFBHAYFUBJ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Neuroactive	Cholinesterase inhibition, Neuropathy target esterase inhibition	Neuropathy target esterase, Cholinesterase	Sediment	Q_M	1	5851.6	ng/g
Tricresylphosphate	1330-78-5	BOSMZFBHAYFUBJ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Neuroactive	Cholinesterase inhibition, Neuropathy target esterase inhibition	Neuropathy target esterase, Cholinesterase	Sediment	Q_O	1	5401.2	ng/g
Tricresylphosphate	1330-78-5	BOSMZFBHAYFUBJ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Neuroactive	Cholinesterase inhibition, Neuropathy target esterase inhibition	Neuropathy target esterase, Cholinesterase	Sediment	Q_R	1	5322.6	ng/g
Tricresylphosphate	1330-78-5	BOSMZFBHAYFUBJ-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	Neuroactive	Cholinesterase inhibition, Neuropathy target esterase inhibition	Neuropathy target esterase, Cholinesterase	Sediment	Q_T	1	4327	ng/g
Bis(2-ethylhexyl)phosphate	298-07-7	SEGLCEQVOFDUPX-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	n/a	n/a	Sediment	Q_M	2	2.5592	ng/g
Bis(2-ethylhexyl)phosphate	298-07-7	SEGLCEQVOFDUPX-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	n/a	n/a	Sediment	Q_O	2	2.0682	ng/g
Bis(2-ethylhexyl)phosphate	298-07-7	SEGLCEQVOFDUPX-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	n/a	n/a	Sediment	Q_R	2	39.297	ng/g
Bis(2-ethylhexyl)phosphate	298-07-7	SEGLCEQVOFDUPX-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	n/a	n/a	Sediment	Q_T	2	4.3538	ng/g
2-Hydroxyatrazine	2163-68-0	NFMIMWNQWAWNDW-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	triazine	unknown	n/a	n/a	Sediment	Q_T	5	2917.6	ng/g
Triadimenol	55219-65-3	BAZVSMNPJJMILC-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	Sterol biosynthesis inhibition, Endocrine	Gibberellin biosynthesis inhibition, C14-demethylase inhibition	C14-demethylase (erg11/cyp51)	Sediment	Q_M	1	1224.2	ng/g
